Device,iPhone,model,iPhone,version,10.2.1,AppVersion,2.7.2
Year,2017,Month,4,Day,2,Hour,0,Minute,0,Second,0,BatteryUsage, n/a
comments
File created by Mio Go v2.7.2 iPhone App.
sensor,present,smrec,zeroavg,model
pwr,no,no,no,n/a
spd,no,no,no,n/a
cad,no,no,no,n/a
hr,yes,no,no,n/a
footpod,no,no,no,n/a
gps,no,no,no,n/a
workout,starttime,runningtime,spdavg,hravg,manualdist
Y,2017-04-02 15:39:06 +0000,932,0.695089,140,173
interval,starttime,runningtime,spdavg,hravg,manualdist
1,2017-04-02 15:39:06 +0000,932,0.695089,140,173
time(seconds),hr_heartrate(1s),calories(12s),step_data(60s),manual_dist(12s),interval,pace_data(12s),speed_data(12s)
777,135,0,0,0,1,0,0
778,134,0,0,0,1,0,0
779,134,0,0,0,1,0,0
780,134,0,0,(null),1,0,0
781,134,0,0,0,1,0,0
782,134,0,0,0,1,0,0
783,134,0,0,0,1,0,0
784,133,0,0,0,1,0,0
785,133,0,0,0,1,0,0
786,132,0,0,0,1,0,0
787,132,0,0,0,1,0,0
788,133,0,0,0,1,0,0
789,134,0,0,0,1,0,0
790,134,0,0,0,1,0,0
791,134,0,0,0,1,0,0
792,134,0,0,(null),1,0,0
793,134,0,0,0,1,0,0
794,134,0,0,0,1,0,0
795,135,0,0,0,1,0,0
796,135,0,0,0,1,0,0
797,136,0,0,0,1,0,0
798,136,0,0,0,1,0,0
799,136,0,0,0,1,0,0
800,135,0,0,0,1,0,0
801,135,0,0,0,1,0,0
802,135,0,0,0,1,0,0
803,134,0,0,0,1,0,0
804,134,0,0,(null),1,0,0
805,134,0,0,0,1,0,0
806,135,0,0,0,1,0,0
807,134,0,0,0,1,0,0
808,134,0,0,0,1,0,0
809,133,0,0,0,1,0,0
810,133,0,0,0,1,0,0
811,134,0,0,0,1,0,0
812,134,0,0,0,1,0,0
813,134,0,0,0,1,0,0
814,134,0,0,0,1,0,0
815,134,0,0,0,1,0,0
816,134,0,0,(null),1,0,0
817,134,0,0,0,1,0,0
818,134,0,0,0,1,0,0
819,132,0,0,0,1,0,0
820,132,0,0,0,1,0,0
821,132,0,0,0,1,0,0
822,130,0,0,0,1,0,0
823,130,0,0,0,1,0,0
824,130,0,0,0,1,0,0
825,130,0,0,0,1,0,0
826,129,0,0,0,1,0,0
827,130,0,0,0,1,0,0
828,131,0,0,(null),1,0,0
829,131,0,0,0,1,0,0
830,132,0,0,0,1,0,0
831,132,0,0,0,1,0,0
832,132,0,0,0,1,0,0
833,132,0,0,0,1,0,0
834,132,0,0,0,1,0,0
835,131,0,0,0,1,0,0
836,131,0,0,0,1,0,0
837,129,0,0,0,1,0,0
838,126,0,0,0,1,0,0
839,126,0,0,0,1,0,0
840,126,0,0,(null),1,0,0
841,127,0,0,0,1,0,0
842,127,0,0,0,1,0,0
843,127,0,0,0,1,0,0
844,127,0,0,0,1,0,0
845,127,0,0,0,1,0,0
846,127,0,0,0,1,0,0
847,127,0,0,0,1,0,0
848,127,0,0,0,1,0,0
849,127,0,0,0,1,0,0
850,127,0,0,0,1,0,0
851,127,0,0,0,1,0,0
852,128,0,0,(null),1,0,0
853,128,0,0,0,1,0,0
854,126,0,0,0,1,0,0
855,126,0,0,0,1,0,0
856,126,0,0,0,1,0,0
857,127,0,0,0,1,0,0
858,128,0,0,0,1,0,0
859,128,0,0,0,1,0,0
860,128,0,0,0,1,0,0
861,127,0,0,0,1,0,0
862,127,0,0,0,1,0,0
863,125,0,0,0,1,0,0
864,125,0,0,(null),1,0,0
865,125,0,0,0,1,0,0
866,123,0,0,0,1,0,0
867,123,0,0,0,1,0,0
868,123,0,0,0,1,0,0
869,123,0,0,0,1,0,0
870,122,0,0,0,1,0,0
871,122,0,0,0,1,0,0
872,122,0,0,0,1,0,0
873,122,0,0,0,1,0,0
874,120,0,0,0,1,0,0
875,120,0,0,0,1,0,0
876,120,0,0,(null),1,0,0
877,120,0,0,0,1,0,0
878,120,0,0,0,1,0,0
879,120,0,0,0,1,0,0
880,120,0,0,0,1,0,0
881,119,0,0,0,1,0,0
882,119,0,0,0,1,0,0
883,119,0,0,0,1,0,0
884,119,0,0,0,1,0,0
885,118,0,0,0,1,0,0
886,118,0,0,0,1,0,0
887,118,0,0,0,1,0,0
888,117,0,0,(null),1,0,0
889,117,0,0,0,1,0,0
890,116,0,0,0,1,0,0
891,116,0,0,0,1,0,0
892,119,0,0,0,1,0,0
893,119,0,0,0,1,0,0
894,123,0,0,0,1,0,0
895,123,0,0,0,1,0,0
896,123,0,0,0,1,0,0
897,123,0,0,0,1,0,0
898,123,0,0,0,1,0,0
899,123,0,0,0,1,0,0
900,123,0,0,(null),1,0,0
901,124,0,0,0,1,0,0
902,125,0,0,0,1,0,0
903,124,0,0,0,1,0,0
904,124,0,0,0,1,0,0
905,124,0,0,0,1,0,0
906,124,0,0,0,1,0,0
907,124,0,0,0,1,0,0
908,124,0,0,0,1,0,0
909,124,0,0,0,1,0,0
910,125,0,0,0,1,0,0
911,125,0,0,0,1,0,0
912,124,0,0,(null),1,0,0
913,124,0,0,0,1,0,0
914,123,0,0,0,1,0,0
915,123,0,0,0,1,0,0
916,123,0,0,0,1,0,0
917,123,0,0,0,1,0,0
918,123,0,0,0,1,0,0
919,123,0,0,0,1,0,0
920,123,0,0,0,1,0,0
921,123,0,0,0,1,0,0
922,123,0,0,0,1,0,0
923,123,0,0,0,1,0,0
924,123,0,0,(null),1,0,0
925,123,0,0,0,1,0,0
926,123,0,0,0,1,0,0
927,124,0,0,0,1,0,0
928,124,0,0,0,1,0,0
929,124,0,0,0,1,0,0
930,124,0,0,0,1,0,0
931,124,0,0,0,1,0,0
932,124,0,0,0,1,0,0
